Mach,Points_0,Points_1,Points_2,p_p0
0.981151,0.738,0,0.005,0.551601
0.98321,0.7395,0,0.005,0.550314
0.985241,0.741,0,0.005,0.549047
0.98727,0.7425,0,0.005,0.54778
0.989286,0.744,0,0.005,0.546523
0.991295,0.7455,0,0.005,0.545272
0.993382,0.747,0,0.005,0.543974
0.995644,0.7485,0,0.005,0.542568
0.997907,0.75,0,0.005,0.541163
1.00057,0.7515,0,0.005,0.539511
1.00324,0.753,0,0.005,0.537859
1.00578,0.7545,0,0.005,0.53629
1.00827,0.756,0,0.005,0.534756
1.01055,0.7575,0,0.005,0.533347
1.0125,0.759,0,0.005,0.532147
1.01445,0.7605,0,0.005,0.530951
1.01625,0.762,0,0.005,0.529844
1.01805,0.7635,0,0.005,0.528736
1.02,0.765,0,0.005,0.527542
1.02201,0.7665,0,0.005,0.526309
1.02409,0.768,0,0.005,0.525038
1.0263,0.7695,0,0.005,0.523695
1.0285,0.771,0,0.005,0.522351
1.03074,0.7725,0,0.005,0.52099
1.03297,0.774,0,0.005,0.519629
1.03522,0.7755,0,0.005,0.518263
1.03747,0.777,0,0.005,0.516895
1.03972,0.7785,0,0.005,0.515531
1.04194,0.78,0,0.005,0.514186
1.04417,0.7815,0,0.005,0.51284
1.04632,0.783,0,0.005,0.511538
1.04846,0.7845,0,0.005,0.510246
1.0506,0.786,0,0.005,0.508958
1.05273,0.7875,0,0.005,0.507677
1.05485,0.789,0,0.005,0.506397
1.05699,0.7905,0,0.005,0.505116
1.05912,0.792,0,0.005,0.503836
1.06126,0.7935,0,0.005,0.50256
1.06338,0.795,0,0.005,0.501286
1.06552,0.7965,0,0.005,0.50001
1.0677,0.798,0,0.005,0.498709
1.06989,0.7995,0,0.005,0.497409
1.07211,0.801,0,0.005,0.49609
1.07434,0.8025,0,0.005,0.494763
1.07658,0.804,0,0.005,0.493437
1.07881,0.8055,0,0.005,0.492119
1.08104,0.807,0,0.005,0.4908
1.08326,0.8085,0,0.005,0.48949
1.08548,0.81,0,0.005,0.488183
1.0877,0.8115,0,0.005,0.486877
1.08992,0.813,0,0.005,0.485573
1.09214,0.8145,0,0.005,0.484269
1.09437,0.816,0,0.005,0.482961
1.09661,0.8175,0,0.005,0.481652
1.09885,0.819,0,0.005,0.480342
1.1011,0.8205,0,0.005,0.47903
1.10335,0.822,0,0.005,0.477717
1.10558,0.8235,0,0.005,0.47642
1.1078,0.825,0,0.005,0.475129
1.11002,0.8265,0,0.005,0.473841
1.11221,0.828,0,0.005,0.472569
1.11441,0.8295,0,0.005,0.471298
1.11661,0.831,0,0.005,0.470027
1.11882,0.8325,0,0.005,0.468756
1.12103,0.834,0,0.005,0.467485
1.12324,0.8355,0,0.005,0.466213
1.12546,0.837,0,0.005,0.464941
1.12767,0.8385,0,0.005,0.463671
1.12988,0.84,0,0.005,0.462405
1.1321,0.8415,0,0.005,0.461138
1.1343,0.843,0,0.005,0.459882
1.1365,0.8445,0,0.005,0.458626
1.13871,0.846,0,0.005,0.457371
1.14092,0.8475,0,0.005,0.456118
1.14313,0.849,0,0.005,0.454865
1.14536,0.8505,0,0.005,0.453603
1.1476,0.852,0,0.005,0.452337
1.14984,0.8535,0,0.005,0.451071
1.1521,0.855,0,0.005,0.449798
1.15436,0.8565,0,0.005,0.448526
1.15661,0.858,0,0.005,0.447256
1.15887,0.8595,0,0.005,0.445991
1.16112,0.861,0,0.005,0.444726
1.16336,0.8625,0,0.005,0.443473
1.16559,0.864,0,0.005,0.442224
1.16782,0.8655,0,0.005,0.440977
1.17004,0.867,0,0.005,0.439741
1.17226,0.8685,0,0.005,0.438505
1.17448,0.87,0,0.005,0.437271
1.17671,0.8715,0,0.005,0.436037
1.17893,0.873,0,0.005,0.434803
1.18116,0.8745,0,0.005,0.43357
1.1834,0.876,0,0.005,0.432336
1.18563,0.8775,0,0.005,0.431104
1.18786,0.879,0,0.005,0.429878
1.19009,0.8805,0,0.005,0.428652
1.19231,0.882,0,0.005,0.427432
1.19453,0.8835,0,0.005,0.42622
1.19674,0.885,0,0.005,0.425008
1.19894,0.8865,0,0.005,0.423807
1.20113,0.888,0,0.005,0.422611
1.20333,0.8895,0,0.005,0.421414
1.20551,0.891,0,0.005,0.420227
1.2077,0.8925,0,0.005,0.419039
1.20989,0.894,0,0.005,0.417853
1.21207,0.8955,0,0.005,0.41667
1.21426,0.897,0,0.005,0.415488
1.21644,0.8985,0,0.005,0.414309
1.21862,0.9,0,0.005,0.413133
1.22081,0.9015,0,0.005,0.411957
1.22298,0.903,0,0.005,0.41079
1.22514,0.9045,0,0.005,0.409628
1.22731,0.906,0,0.005,0.408465
1.22945,0.9075,0,0.005,0.407318
1.23159,0.909,0,0.005,0.406173
1.23373,0.9105,0,0.005,0.405029
1.23586,0.912,0,0.005,0.403897
1.23798,0.9135,0,0.005,0.402765
1.2401,0.915,0,0.005,0.401636
1.24221,0.9165,0,0.005,0.400512
1.24433,0.918,0,0.005,0.399388
1.24644,0.9195,0,0.005,0.398268
1.24855,0.921,0,0.005,0.397151
1.25065,0.9225,0,0.005,0.396034
1.25274,0.924,0,0.005,0.394927
1.25483,0.9255,0,0.005,0.393826
1.25691,0.927,0,0.005,0.392724
1.25895,0.9285,0,0.005,0.391644
1.26099,0.93,0,0.005,0.390568
1.26302,0.9315,0,0.005,0.389493
1.265,0.933,0,0.005,0.388447
1.26697,0.9345,0,0.005,0.387402
1.26895,0.936,0,0.005,0.38636
1.27086,0.9375,0,0.005,0.385345
1.27278,0.939,0,0.005,0.38433
1.27469,0.9405,0,0.005,0.38332
1.27655,0.942,0,0.005,0.382332
1.2784,0.9435,0,0.005,0.381344
1.28025,0.945,0,0.005,0.380364
1.28205,0.9465,0,0.005,0.379404
1.28385,0.948,0,0.005,0.378444
1.28562,0.9495,0,0.005,0.377495
1.28735,0.951,0,0.005,0.376567
1.28908,0.9525,0,0.005,0.375639
1.29077,0.954,0,0.005,0.374727
1.29241,0.9555,0,0.005,0.373837
1.29405,0.957,0,0.005,0.372948
1.29564,0.9585,0,0.005,0.372079
1.29718,0.96,0,0.005,0.371233
1.29872,0.9615,0,0.005,0.370386
1.3002,0.963,0,0.005,0.369563
1.30164,0.9645,0,0.005,0.368761
1.30307,0.966,0,0.005,0.367958
1.30444,0.9675,0,0.005,0.367181
1.30577,0.969,0,0.005,0.366424
1.30709,0.9705,0,0.005,0.365666
1.30836,0.972,0,0.005,0.36493
1.30959,0.9735,0,0.005,0.364208
1.31082,0.975,0,0.005,0.363487
1.31198,0.9765,0,0.005,0.362793
1.31309,0.978,0,0.005,0.36212
1.3142,0.9795,0,0.005,0.361447
1.31523,0.981,0,0.005,0.360805
1.31621,0.9825,0,0.005,0.360186
1.31718,0.984,0,0.005,0.359567
1.31809,0.9855,0,0.005,0.358972
1.31893,0.987,0,0.005,0.358398
1.31978,0.9885,0,0.005,0.357823
1.32055,0.99,0,0.005,0.357278
1.32124,0.9915,0,0.005,0.356762
1.32193,0.993,0,0.005,0.356246
1.32253,0.9945,0,0.005,0.35576
1.32303,0.996,0,0.005,0.355311
1.32354,0.9975,0,0.005,0.354862
1.32395,0.999,0,0.005,0.354444
1.32424,1.0005,0,0.005,0.354073
1.32452,1.002,0,0.005,0.353703
1.32472,1.0035,0,0.005,0.353361
1.32474,1.005,0,0.005,0.353084
1.32477,1.0065,0,0.005,0.352806
1.32473,1.008,0,0.005,0.352551
1.32445,1.0095,0,0.005,0.352382
1.32417,1.011,0,0.005,0.352212
1.32386,1.0125,0,0.005,0.352054
1.32325,1.014,0,0.005,0.352003
1.32264,1.0155,0,0.005,0.351952
1.32202,1.017,0,0.005,0.351901
1.32106,1.0185,0,0.005,0.351975
1.32009,1.02,0,0.005,0.352053
1.31911,1.0215,0,0.005,0.352131
1.31783,1.023,0,0.005,0.352321
1.31648,1.0245,0,0.005,0.352534
1.31513,1.026,0,0.005,0.352747
1.31352,1.0275,0,0.005,0.353051
1.3118,1.029,0,0.005,0.3534
1.31008,1.0305,0,0.005,0.353749
1.30818,1.032,0,0.005,0.354163
1.30611,1.0335,0,0.005,0.354641
1.30403,1.035,0,0.005,0.355118
1.30187,1.0365,0,0.005,0.355631
1.29951,1.038,0,0.005,0.35622
1.29715,1.0395,0,0.005,0.356809
1.29476,1.041,0,0.005,0.357407
1.29219,1.0425,0,0.005,0.358078
1.28962,1.044,0,0.005,0.358749
1.28705,1.0455,0,0.005,0.35942
1.28439,1.047,0,0.005,0.360132
1.28172,1.0485,0,0.005,0.360848
1.27905,1.05,0,0.005,0.361563
1.27639,1.0515,0,0.005,0.362279
1.27373,1.053,0,0.005,0.362996
1.27108,1.0545,0,0.005,0.363712
1.26848,1.056,0,0.005,0.364409
1.26596,1.0575,0,0.005,0.365081
1.26343,1.059,0,0.005,0.365753
1.26095,1.0605,0,0.005,0.366409
1.25866,1.062,0,0.005,0.366994
1.25637,1.0635,0,0.005,0.367579
1.25408,1.065,0,0.005,0.368163
1.25207,1.0665,0,0.005,0.368637
1.2501,1.068,0,0.005,0.369099
1.24812,1.0695,0,0.005,0.36956
1.24638,1.071,0,0.005,0.369931
1.24478,1.0725,0,0.005,0.370245
1.24318,1.074,0,0.005,0.370558
1.2417,1.0755,0,0.005,0.370823
1.2405,1.077,0,0.005,0.370976
1.23929,1.0785,0,0.005,0.37113
1.23809,1.08,0,0.005,0.371284
1.23728,1.0815,0,0.005,0.371282
1.23647,1.083,0,0.005,0.371278
1.23566,1.0845,0,0.005,0.371274
1.23509,1.086,0,0.005,0.371176
1.23464,1.0875,0,0.005,0.371026
1.23419,1.089,0,0.005,0.370876
1.23384,1.0905,0,0.005,0.370689
1.23371,1.092,0,0.005,0.370413
1.23359,1.0935,0,0.005,0.370136
1.23346,1.095,0,0.005,0.36986
1.23358,1.0965,0,0.005,0.369487
1.23372,1.098,0,0.005,0.369107
1.23386,1.0995,0,0.005,0.368728
1.23412,1.101,0,0.005,0.368303
1.23448,1.1025,0,0.005,0.367842
1.23484,1.104,0,0.005,0.367381
1.23522,1.1055,0,0.005,0.366911
1.23575,1.107,0,0.005,0.366389
1.23628,1.1085,0,0.005,0.365866
1.23681,1.11,0,0.005,0.365344
1.23743,1.1115,0,0.005,0.364789
1.23809,1.113,0,0.005,0.364222
1.23875,1.1145,0,0.005,0.363656
1.23944,1.116,0,0.005,0.363079
1.2402,1.1175,0,0.005,0.362481
1.24096,1.119,0,0.005,0.361884
1.24172,1.1205,0,0.005,0.361286
1.24255,1.122,0,0.005,0.360669
1.24339,1.1235,0,0.005,0.360049
1.24423,1.125,0,0.005,0.359429
1.24509,1.1265,0,0.005,0.358803
1.24599,1.128,0,0.005,0.358167
1.2469,1.1295,0,0.005,0.357532
1.2478,1.131,0,0.005,0.356897
1.24874,1.1325,0,0.005,0.356251
1.2497,1.134,0,0.005,0.355604
1.25065,1.1355,0,0.005,0.354957
1.25162,1.137,0,0.005,0.354307
1.25261,1.1385,0,0.005,0.353653
1.2536,1.14,0,0.005,0.352998
1.25459,1.1415,0,0.005,0.352344
1.25562,1.143,0,0.005,0.351685
1.25664,1.1445,0,0.005,0.351027
1.25766,1.146,0,0.005,0.350368
1.25869,1.1475,0,0.005,0.349709
1.25974,1.149,0,0.005,0.349049
1.26078,1.1505,0,0.005,0.34839
1.26183,1.152,0,0.005,0.34773
1.26289,1.1535,0,0.005,0.347071
1.26395,1.155,0,0.005,0.346411
1.26502,1.1565,0,0.005,0.345752
1.26608,1.158,0,0.005,0.345093
1.26716,1.1595,0,0.005,0.344435
1.26824,1.161,0,0.005,0.343776
1.26932,1.1625,0,0.005,0.343118
1.27041,1.164,0,0.005,0.34246
1.2715,1.1655,0,0.005,0.341802
1.27259,1.167,0,0.005,0.341144
1.27368,1.1685,0,0.005,0.340487
1.27479,1.17,0,0.005,0.339831
1.27589,1.1715,0,0.005,0.339175
1.27699,1.173,0,0.005,0.33852
1.27809,1.1745,0,0.005,0.337866
1.2792,1.176,0,0.005,0.337215
1.28031,1.1775,0,0.005,0.336563
1.28141,1.179,0,0.005,0.335912
1.28252,1.1805,0,0.005,0.335266
1.28362,1.182,0,0.005,0.334622
1.28473,1.1835,0,0.005,0.333977
1.28583,1.185,0,0.005,0.333334
1.28692,1.1865,0,0.005,0.332699
1.28802,1.188,0,0.005,0.332064
1.28911,1.1895,0,0.005,0.331429
1.29019,1.191,0,0.005,0.330801
1.29127,1.1925,0,0.005,0.330178
1.29235,1.194,0,0.005,0.329555
1.29343,1.1955,0,0.005,0.328931
1.29449,1.197,0,0.005,0.32832
1.29555,1.1985,0,0.005,0.327709
1.29662,1.2,0,0.005,0.327099
1.29767,1.2015,0,0.005,0.326491
1.29872,1.203,0,0.005,0.325894
1.29976,1.2045,0,0.005,0.325296
1.30081,1.206,0,0.005,0.324699
1.30184,1.2075,0,0.005,0.324108
1.30286,1.209,0,0.005,0.323523
1.30389,1.2105,0,0.005,0.322939
1.30491,1.212,0,0.005,0.322354
1.30592,1.2135,0,0.005,0.32178
1.30692,1.215,0,0.005,0.32121
1.30793,1.2165,0,0.005,0.32064
1.30893,1.218,0,0.005,0.32007
1.30991,1.2195,0,0.005,0.319515
1.31089,1.221,0,0.005,0.318959
1.31187,1.2225,0,0.005,0.318404
1.31285,1.224,0,0.005,0.317853
1.3138,1.2255,0,0.005,0.317314
1.31475,1.227,0,0.005,0.316774
1.31571,1.2285,0,0.005,0.316235
1.31665,1.23,0,0.005,0.315703
1.31757,1.2315,0,0.005,0.31518
1.3185,1.233,0,0.005,0.314657
1.31943,1.2345,0,0.005,0.314133
1.32033,1.236,0,0.005,0.313619
1.32124,1.2375,0,0.005,0.31311
1.32214,1.239,0,0.005,0.312602
1.32304,1.2405,0,0.005,0.312093
1.32392,1.242,0,0.005,0.311596
1.3248,1.2435,0,0.005,0.311101
1.32568,1.245,0,0.005,0.310606
1.32656,1.2465,0,0.005,0.310111
1.32742,1.248,0,0.005,0.309629
1.32828,1.2495,0,0.005,0.309147
1.32914,1.251,0,0.005,0.308665
1.32999,1.2525,0,0.005,0.308185
1.33084,1.254,0,0.005,0.307715
1.33168,1.2555,0,0.005,0.307246
1.33252,1.257,0,0.005,0.306776
1.33335,1.2585,0,0.005,0.30631
1.33417,1.26,0,0.005,0.305852
1.33499,1.2615,0,0.005,0.305394
1.33581,1.263,0,0.005,0.304936
1.33663,1.2645,0,0.005,0.304483
1.33743,1.266,0,0.005,0.304036
1.33823,1.2675,0,0.005,0.30359
1.33903,1.269,0,0.005,0.303144
1.33982,1.2705,0,0.005,0.302704
1.3406,1.272,0,0.005,0.302271
1.34138,1.2735,0,0.005,0.301837
1.34216,1.275,0,0.005,0.301404
1.34292,1.2765,0,0.005,0.300977
1.34368,1.278,0,0.005,0.300556
1.34444,1.2795,0,0.005,0.300135
1.3452,1.281,0,0.005,0.299714
1.34594,1.2825,0,0.005,0.299301
1.34668,1.284,0,0.005,0.298893
1.34741,1.2855,0,0.005,0.298485
1.34815,1.287,0,0.005,0.298076
1.34887,1.2885,0,0.005,0.297677
1.34959,1.29,0,0.005,0.297281
1.3503,1.2915,0,0.005,0.296886
1.35101,1.293,0,0.005,0.29649
1.35171,1.2945,0,0.005,0.296103
1.35241,1.296,0,0.005,0.295719
1.3531,1.2975,0,0.005,0.295335
1.3538,1.299,0,0.005,0.294951
1.35448,1.3005,0,0.005,0.294575
1.35515,1.302,0,0.005,0.294203
1.35583,1.3035,0,0.005,0.293832
1.3565,1.305,0,0.005,0.29346
1.35716,1.3065,0,0.005,0.293097
1.35781,1.308,0,0.005,0.292738
1.35847,1.3095,0,0.005,0.292379
1.35912,1.311,0,0.005,0.292021
1.35975,1.3125,0,0.005,0.29167
1.36038,1.314,0,0.005,0.291324
1.36101,1.3155,0,0.005,0.290978
1.36164,1.317,0,0.005,0.290632
1.36226,1.3185,0,0.005,0.290293
1.36286,1.32,0,0.005,0.289961
1.36347,1.3215,0,0.005,0.289628
1.36408,1.323,0,0.005,0.289295
1.36467,1.3245,0,0.005,0.288968
1.36526,1.326,0,0.005,0.288647
1.36585,1.3275,0,0.005,0.288325
1.36644,1.329,0,0.005,0.288004
1.36701,1.3305,0,0.005,0.287687
1.36758,1.332,0,0.005,0.287377
1.36815,1.3335,0,0.005,0.287067
1.36871,1.335,0,0.005,0.286757
1.36927,1.3365,0,0.005,0.286452
1.36982,1.338,0,0.005,0.286155
1.37036,1.3395,0,0.005,0.285859
1.3709,1.341,0,0.005,0.285563
1.37144,1.3425,0,0.005,0.285269
1.37196,1.344,0,0.005,0.284985
1.37247,1.3455,0,0.005,0.284702
1.37299,1.347,0,0.005,0.284418
1.37351,1.3485,0,0.005,0.284134
1.374,1.35,0,0.005,0.283864
1.3745,1.3515,0,0.005,0.283594
1.37499,1.353,0,0.005,0.283324
1.37548,1.3545,0,0.005,0.283054
1.37596,1.356,0,0.005,0.282795
1.37643,1.3575,0,0.005,0.282537
1.3769,1.359,0,0.005,0.28228
1.37737,1.3605,0,0.005,0.282023
1.37783,1.362,0,0.005,0.281773
1.37828,1.3635,0,0.005,0.281527
1.37873,1.365,0,0.005,0.28128
1.37918,1.3665,0,0.005,0.281034
1.37962,1.368,0,0.005,0.280795
1.38004,1.3695,0,0.005,0.280563
1.38046,1.371,0,0.005,0.280332
1.38088,1.3725,0,0.005,0.280101
1.38129,1.374,0,0.005,0.279873
1.38168,1.3755,0,0.005,0.279658
1.38206,1.377,0,0.005,0.279442
1.38245,1.3785,0,0.005,0.279227
1.38284,1.38,0,0.005,0.279011
1.3832,1.3815,0,0.005,0.278807
1.38357,1.383,0,0.005,0.278604
1.38393,1.3845,0,0.005,0.278401
1.3843,1.386,0,0.005,0.278197
1.38464,1.3875,0,0.005,0.278003
1.38498,1.389,0,0.005,0.277813
1.38532,1.3905,0,0.005,0.277623
1.38566,1.392,0,0.005,0.277433
1.38599,1.3935,0,0.005,0.277248
1.3863,1.395,0,0.005,0.277071
1.38662,1.3965,0,0.005,0.276894
1.38693,1.398,0,0.005,0.276717
1.38725,1.3995,0,0.005,0.276541
1.38755,1.401,0,0.005,0.276371
1.38786,1.4025,0,0.005,0.276202
1.38816,1.404,0,0.005,0.276032
1.38847,1.4055,0,0.005,0.275863
1.38875,1.407,0,0.005,0.275703
1.38903,1.4085,0,0.005,0.275546
1.3893,1.41,0,0.005,0.275389
1.38958,1.4115,0,0.005,0.275232
1.38985,1.413,0,0.005,0.27508
1.3901,1.4145,0,0.005,0.274937
1.39034,1.416,0,0.005,0.274794
1.39059,1.4175,0,0.005,0.27465
1.39084,1.419,0,0.005,0.274508
1.39106,1.4205,0,0.005,0.274377
1.39129,1.422,0,0.005,0.274247
1.39151,1.4235,0,0.005,0.274116
1.39173,1.425,0,0.005,0.273986
1.39193,1.4265,0,0.005,0.273866
1.39212,1.428,0,0.005,0.273751
1.39231,1.4295,0,0.005,0.273636
1.3925,1.431,0,0.005,0.27352
1.39268,1.4325,0,0.005,0.273409
1.39284,1.434,0,0.005,0.27331
1.393,1.4355,0,0.005,0.273211
1.39316,1.437,0,0.005,0.273111
1.39332,1.4385,0,0.005,0.273012
1.39347,1.44,0,0.005,0.27292
1.39361,1.4415,0,0.005,0.272829
1.39375,1.443,0,0.005,0.272738
1.3939,1.4445,0,0.005,0.272647
1.39404,1.446,0,0.005,0.272561
1.39417,1.4475,0,0.005,0.272483
1.3943,1.449,0,0.005,0.272405
1.39443,1.4505,0,0.005,0.272327
1.39456,1.452,0,0.005,0.272249
1.39467,1.4535,0,0.005,0.272185
1.39478,1.455,0,0.005,0.272122
1.39489,1.4565,0,0.005,0.272059
1.395,1.458,0,0.005,0.271996
1.3951,1.4595,0,0.005,0.271937
1.39519,1.461,0,0.005,0.271883
1.39529,1.4625,0,0.005,0.271829
1.39538,1.464,0,0.005,0.271776
1.39547,1.4655,0,0.005,0.271722
1.39555,1.467,0,0.005,0.271674
1.39563,1.4685,0,0.005,0.271627
1.39571,1.47,0,0.005,0.27158
1.39579,1.4715,0,0.005,0.271533
1.39585,1.473,0,0.005,0.271492
1.39589,1.4745,0,0.005,0.271465
1.39593,1.476,0,0.005,0.271437
1.39596,1.4775,0,0.005,0.27141
1.396,1.479,0,0.005,0.271382
1.396,1.4805,0,0.005,0.271368
1.396,1.482,0,0.005,0.271358
1.39599,1.4835,0,0.005,0.271347
1.39598,1.485,0,0.005,0.271336
1.39597,1.4865,0,0.005,0.271329
1.39592,1.488,0,0.005,0.271336
1.39588,1.4895,0,0.005,0.271343
1.39583,1.491,0,0.005,0.271351
1.39578,1.4925,0,0.005,0.271358
1.39574,1.494,0,0.005,0.27137
1.39569,1.4955,0,0.005,0.271384
1.39564,1.497,0,0.005,0.271399
1.3956,1.4985,0,0.005,0.271414
1.39555,1.5,0,0.005,0.271428
