J,Knudsen_droplet,N,Points_0,Points_1,Points_2,S_sat,Y,drdt,r_droplet_actual
0,0,0,0.627,0,0.005,6.64991,0,0,0
0,0,0,0.6285,0,0.005,6.70803,0,0,0
0,0,0,0.63,0,0.005,6.76614,0,0,0
0,0,0,0.6315,0,0.005,6.82538,0,0,0
0,0,0,0.633,0,0.005,6.88565,0,0,0
0,0,0,0.6345,0,0.005,6.94593,0,0,0
0,0,0,0.636,0,0.005,7.00812,0,0,0
0,0,0,0.6375,0,0.005,7.07066,0,0,0
0,0,0,0.639,0,0.005,7.13364,0,0,0
0,0,0,0.6405,0,0.005,7.19848,0,0,0
0,0,0,0.642,0,0.005,7.26332,0,0,0
0,0,0,0.6435,0,0.005,7.32949,0,0,0
0,0,0,0.645,0,0.005,7.39677,0,0,0
0,0,0,0.6465,0,0.005,7.46404,0,0,0
0,0,0,0.648,0,0.005,7.53356,0,0,0
0,0,0,0.6495,0,0.005,7.60329,0,0,0
0,0,0,0.651,0,0.005,7.67379,0,0,0
0,0,0,0.6525,0,0.005,7.74612,0,0,0
0,0,0,0.654,0,0.005,7.81846,0,0,0
0,0,0,0.6555,0,0.005,7.89265,0,0,0
0,0,0,0.657,0,0.005,7.96768,0,0,0
0,0,0,0.6585,0,0.005,8.04298,0,0,0
0,0,0,0.66,0,0.005,8.12082,0,0,0
0,0,0,0.6615,0,0.005,8.19865,0,0,0
0,0,0,0.663,0,0.005,8.27799,0,0,0
0,0,0,0.6645,0,0.005,8.35876,0,0,0
0,0,0,0.666,0,0.005,8.43953,0,0,0
0,0,0,0.6675,0,0.005,8.5231,0,0,0
0,0,0,0.669,0,0.005,8.60683,0,0,0
0,0,0,0.6705,0,0.005,8.69174,0,0,0
0,0,0,0.672,0,0.005,8.77854,0,0,0
0,0,0,0.6735,0,0.005,8.86534,0,0,0
0,0,0,0.675,0,0.005,8.95479,0,0,0
0,0,0,0.6765,0,0.005,9.04476,0,0,0
0,0,0,0.678,0,0.005,9.13572,0,0,0
0,0,0,0.6795,0,0.005,9.22895,0,0,0
0,0,0,0.681,0,0.005,9.32218,0,0,0
0,0,0,0.6825,0,0.005,9.41814,0,0,0
0,0,0,0.684,0,0.005,9.51487,0,0,0
0,0,0,0.6855,0,0.005,9.61255,0,0,0
0,0,0,0.687,0,0.005,9.71286,0,0,0
0,0,0,0.6885,0,0.005,9.81316,0,0,0
0,0,0,0.69,0,0.005,9.91637,0,0,0
0,0,0,0.6915,0,0.005,10.0205,0,0,0
0,0,0,0.693,0,0.005,10.1256,0,0,0
0,0,0,0.6945,0,0.005,10.2336,0,0,0
0,0,0,0.696,0,0.005,10.3416,0,0,0
0,0,0,0.6975,0,0.005,10.4527,0,0,0
0,0,0,0.699,0,0.005,10.5647,0,0,0
0,0,0,0.7005,0,0.005,10.678,0,0,0
0,0,0,0.702,0,0.005,10.7942,0,0,0
0,0,0,0.7035,0,0.005,10.9103,0,0,0
0,0,0,0.705,0,0.005,11.0302,0,0,0
0,0,0,0.7065,0,0.005,11.1506,0,0,0
0,0,0,0.708,0,0.005,11.273,0,0,0
0,0,0,0.7095,0,0.005,11.3979,0,0,0
0,0,0,0.711,0,0.005,11.5228,0,0,0
0,0,0,0.7125,0,0.005,11.6523,0,0,0
0,0,0,0.714,0,0.005,11.7818,0,0,0
0,0,0,0.7155,0,0.005,11.9139,0,0,0
0,0,0,0.717,0,0.005,12.0479,0,0,0
0,0,0,0.7185,0,0.005,12.1827,0,0,0
0,0,0,0.72,0,0.005,12.3217,0,0,0
0,0,0,0.7215,0,0.005,12.4606,0,0,0
0,0,0,0.723,0,0.005,12.6034,0,0,0
0,0,0,0.7245,0,0.005,12.7473,0,0,0
0,0,0,0.726,0,0.005,12.8932,0,0,0
0,0,0,0.7275,0,0.005,13.0421,0,0,0
0,0,0,0.729,0,0.005,13.1912,0,0,0
0,0,0,0.7305,0,0.005,13.3454,0,0,0
0,0,0,0.732,0,0.005,13.4996,0,0,0
0,0,0,0.7335,0,0.005,13.6567,0,0,0
0,0,0,0.735,0,0.005,13.8155,0,0,0
0,0,0,0.7365,0,0.005,13.9757,0,0,0
0,0,0,0.738,0,0.005,14.1391,0,0,0
0,0,0,0.7395,0,0.005,14.3025,0,0,0
0,0,0,0.741,0,0.005,14.4689,0,0,0
0,0,0,0.7425,0,0.005,14.6355,0,0,0
0,0,0,0.744,0,0.005,14.8043,0,0,0
0,0,0,0.7455,0,0.005,14.9745,0,0,0
0,0,0,0.747,0,0.005,15.1535,0,0,0
0,0,0,0.7485,0,0.005,15.3522,0,0,0
0,0,0,0.75,0,0.005,15.5509,0,0,0
4.57902e+13,0,0,0.7515,0,0.005,15.7941,0,0,0
9.15804e+13,0,0,0.753,0,0.005,16.0373,0,0,0
1.60511e+14,1068.71,0,0.7545,0,0.005,16.2746,0,0,0
2.39837e+14,2617.35,0,0.756,0,0.005,16.5093,0,0,0
3.18557e+14,4171.9,2.04811e+11,0.7575,0,0.005,16.7278,1.52018e-13,5.74866e-09,4.57473e-11
3.96243e+14,5736.54,7.59154e+11,0.759,0,0.005,16.9187,5.6347e-13,2.1308e-08,1.69567e-10
4.75413e+14,7242.93,1.33133e+12,0.7605,0,0.005,17.1093,9.87815e-13,3.71246e-08,2.93349e-10
5.92133e+14,7275.75,2.35455e+12,0.762,0,0.005,17.292,1.73831e-12,5.94475e-08,4.16169e-10
7.08848e+14,7308.56,3.37773e+12,0.7635,0,0.005,17.4746,2.48878e-12,8.17695e-08,5.38983e-10
8.90422e+14,7334.85,4.56585e+12,0.765,0,0.005,17.6766,3.343e-12,9.81581e-08,5.75597e-10
1.10037e+15,7358.29,5.82611e+12,0.7665,0,0.005,17.887,4.24258e-12,1.1195e-07,5.74496e-10
1.36681e+15,7383.23,7.39145e+12,0.768,0,0.005,18.1067,5.34824e-12,1.25223e-07,5.73309e-10
1.74175e+15,7411.07,9.54269e+12,0.7695,0,0.005,18.3445,6.84966e-12,1.37498e-07,5.71959e-10
2.11669e+15,7438.92,1.16939e+13,0.771,0,0.005,18.5822,8.35107e-12,1.49772e-07,5.70608e-10
2.74676e+15,7469.62,1.53396e+13,0.7725,0,0.005,18.8323,1.08382e-11,1.59241e-07,5.69082e-10
3.38253e+15,7500.39,1.90186e+13,0.774,0,0.005,19.0827,1.33474e-11,1.68647e-07,5.67552e-10
4.28256e+15,7532.49,2.42797e+13,0.7755,0,0.005,19.3402,1.68736e-11,1.76734e-07,5.65948e-10
5.35663e+15,7565.47,3.05827e+13,0.777,0,0.005,19.6024,2.10697e-11,1.83951e-07,5.64295e-10
6.57362e+15,7598.74,3.78276e+13,0.7785,0,0.005,19.8659,2.58564e-11,1.90704e-07,5.62627e-10
8.30746e+15,7633.06,4.84793e+13,0.78,0,0.005,20.1341,3.27791e-11,1.95776e-07,5.60905e-10
1.00414e+16,7667.38,5.91314e+13,0.7815,0,0.005,20.4023,3.97021e-11,2.00849e-07,5.59182e-10
1.25693e+16,7701.52,7.53792e+13,0.783,0,0.005,20.6705,5.00521e-11,2.04914e-07,5.57482e-10
1.52725e+16,7735.62,9.28627e+13,0.7845,0,0.005,20.9387,6.11589e-11,2.08757e-07,5.55786e-10
1.86285e+16,7769.71,1.14814e+14,0.786,0,0.005,21.2103,7.4938e-11,2.12633e-07,5.54107e-10
2.29218e+16,7803.77,1.43182e+14,0.7875,0,0.005,21.487,9.25545e-11,2.16556e-07,5.52452e-10
2.7215e+16,7837.83,1.71548e+14,0.789,0,0.005,21.7637,1.1017e-10,2.2048e-07,5.50797e-10
3.39591e+16,7872.25,2.17106e+14,0.7905,0,0.005,22.0513,1.37829e-10,2.24352e-07,5.49157e-10
4.07265e+16,7906.67,2.62825e+14,0.792,0,0.005,22.339,1.65582e-10,2.28223e-07,5.47517e-10
4.96314e+16,7941.17,3.23718e+14,0.7935,0,0.005,22.6324,2.02e-10,2.32101e-07,5.45894e-10
6.02195e+16,7975.72,3.96558e+14,0.795,0,0.005,22.9303,2.45239e-10,2.35984e-07,5.44282e-10
7.1563e+16,8010.37,4.74501e+14,0.7965,0,0.005,23.2305,2.91322e-10,2.3992e-07,5.42671e-10
8.86056e+16,8045.73,5.90942e+14,0.798,0,0.005,23.5476,3.58867e-10,2.44253e-07,5.41064e-10
1.05649e+17,8081.09,7.07387e+14,0.7995,0,0.005,23.8647,4.26414e-10,2.48587e-07,5.39456e-10
1.29479e+17,8117.32,8.70749e+14,0.801,0,0.005,24.1953,5.19476e-10,2.52801e-07,5.37829e-10
1.56757e+17,8154.01,1.05794e+15,0.8025,0,0.005,24.5328,6.255e-10,2.56955e-07,5.36192e-10
1.87029e+17,8190.83,1.26719e+15,0.804,0,0.005,24.8728,7.43228e-10,2.60977e-07,5.34554e-10
2.29445e+17,8228.21,1.56585e+15,0.8055,0,0.005,25.223,9.08417e-10,2.64459e-07,5.32911e-10
2.71862e+17,8265.6,1.86452e+15,0.807,0,0.005,25.5731,1.07361e-09,2.67942e-07,5.31268e-10
3.30848e+17,8303.19,2.28825e+15,0.8085,0,0.005,25.9321,1.3036e-09,2.71216e-07,5.29638e-10
3.96246e+17,8340.87,2.76038e+15,0.81,0,0.005,26.2946,1.55867e-09,2.74409e-07,5.28014e-10
4.69825e+17,8378.6,3.29489e+15,0.8115,0,0.005,26.6607,1.84531e-09,2.7762e-07,5.26396e-10
5.70391e+17,8416.52,4.03524e+15,0.813,0,0.005,27.0384,2.23608e-09,2.80886e-07,5.24798e-10
6.70953e+17,8454.45,4.77555e+15,0.8145,0,0.005,27.4162,2.62684e-09,2.84152e-07,5.23201e-10
8.11554e+17,8492.66,5.82081e+15,0.816,0,0.005,27.8078,3.16823e-09,2.87593e-07,5.2162e-10
9.66764e+17,8530.98,6.97733e+15,0.8175,0,0.005,28.2045,3.76457e-09,2.91099e-07,5.20045e-10
1.14012e+18,8569.42,8.27658e+15,0.819,0,0.005,28.6054,4.42973e-09,2.94599e-07,5.18472e-10
1.37744e+18,8608.29,1.00789e+16,0.8205,0,0.005,29.0212,5.33742e-09,2.98075e-07,5.16909e-10
1.61476e+18,8647.16,1.18812e+16,0.822,0,0.005,29.4371,6.24511e-09,3.01552e-07,5.15346e-10
1.93269e+18,8686.03,1.43626e+16,0.8235,0,0.005,29.8614,7.47269e-09,3.04827e-07,5.13804e-10
2.28556e+18,8724.91,1.71384e+16,0.825,0,0.005,30.2895,8.83892e-09,3.08015e-07,5.12271e-10
2.66587e+18,8763.73,2.01495e+16,0.8265,0,0.005,30.7196,1.03135e-08,3.11226e-07,5.10746e-10
3.18751e+18,8802.28,2.43728e+16,0.828,0,0.005,31.1608,1.23463e-08,3.14556e-07,5.09263e-10
3.70914e+18,8840.83,2.85961e+16,0.8295,0,0.005,31.6021,1.4379e-08,3.17885e-07,5.07779e-10
4.38749e+18,8879.38,3.41526e+16,0.831,0,0.005,32.0559,1.7012e-08,3.21502e-07,5.0632e-10
5.16372e+18,8917.95,4.05418e+16,0.8325,0,0.005,32.5177,2.00197e-08,3.25299e-07,5.04876e-10
5.96118e+18,8956.52,4.7115e+16,0.834,0,0.005,32.9807,2.31085e-08,3.29112e-07,5.03434e-10
7.1108e+18,8995.29,5.67398e+16,0.8355,0,0.005,33.4647,2.75401e-08,3.33205e-07,5.02019e-10
8.26043e+18,9034.05,6.63645e+16,0.837,0,0.005,33.9487,3.19718e-08,3.37298e-07,5.00604e-10
9.67015e+18,9072.9,7.83198e+16,0.8385,0,0.005,34.4429,3.74064e-08,3.41435e-07,4.99201e-10
1.13547e+19,9111.83,9.27376e+16,0.84,0,0.005,34.9477,4.39006e-08,3.45619e-07,4.97813e-10
1.30393e+19,9150.76,1.07156e+17,0.8415,0,0.005,35.4526,5.03951e-08,3.49802e-07,4.96424e-10
1.54076e+19,9189.67,1.27903e+17,0.843,0,0.005,35.9753,5.95543e-08,3.54063e-07,4.95065e-10
1.7849e+19,9228.59,1.49327e+17,0.8445,0,0.005,36.4999,6.89983e-08,3.58332e-07,4.93708e-10
2.06326e+19,9267.53,1.73905e+17,0.846,0,0.005,37.0322,7.97421e-08,3.62708e-07,4.92362e-10
2.41825e+19,9306.5,2.05548e+17,0.8475,0,0.005,37.5815,9.33968e-08,3.67322e-07,4.91039e-10
2.77323e+19,9345.48,2.37189e+17,0.849,0,0.005,38.1308,1.07051e-07,3.71936e-07,4.89716e-10
3.24428e+19,9384.79,2.79402e+17,0.8505,0,0.005,38.7032,1.24965e-07,3.76846e-07,4.88406e-10
3.76464e+19,9424.25,3.26104e+17,0.852,0,0.005,39.2854,1.44689e-07,3.81881e-07,4.87102e-10
4.30461e+19,9463.75,3.74641e+17,0.8535,0,0.005,39.8704,1.65135e-07,3.86925e-07,4.85799e-10
5.06175e+19,9503.81,4.43483e+17,0.855,0,0.005,40.4853,1.93585e-07,3.92067e-07,4.84505e-10
5.8189e+19,9543.87,5.12325e+17,0.8565,0,0.005,41.1003,2.22034e-07,3.9721e-07,4.83211e-10
6.72407e+19,9584.08,5.95677e+17,0.858,0,0.005,41.7278,2.56078e-07,4.02293e-07,4.81924e-10
7.80911e+19,9624.49,6.96655e+17,0.8595,0,0.005,42.3706,2.9692e-07,4.07303e-07,4.80646e-10
8.89415e+19,9664.89,7.97634e+17,0.861,0,0.005,43.0134,3.37761e-07,4.12312e-07,4.79368e-10
1.03404e+20,9705.26,9.35685e+17,0.8625,0,0.005,43.6758,3.92603e-07,4.17258e-07,4.78113e-10
1.18724e+20,9745.62,1.08254e+18,0.864,0,0.005,44.3428,4.50769e-07,4.22189e-07,4.76864e-10
1.34993e+20,9785.94,1.23928e+18,0.8655,0,0.005,45.0139,5.12594e-07,4.27153e-07,4.7562e-10
1.56543e+20,9826.08,1.4511e+18,0.867,0,0.005,45.708,5.94801e-07,4.32304e-07,4.74409e-10
1.78094e+20,9866.21,1.66291e+18,0.8685,0,0.005,46.4021,6.77009e-07,4.37455e-07,4.73199e-10
2.03931e+20,9906.33,1.91939e+18,0.87,0,0.005,47.1131,7.75417e-07,4.42816e-07,4.72005e-10
2.34339e+20,9946.44,2.22347e+18,0.8715,0,0.005,47.8421,8.91091e-07,4.48401e-07,4.70829e-10
2.64746e+20,9986.54,2.52755e+18,0.873,0,0.005,48.5711,1.00677e-06,4.53985e-07,4.69654e-10
3.05048e+20,10026.7,2.93672e+18,0.8745,0,0.005,49.3302,1.15981e-06,4.59847e-07,4.68501e-10
3.47772e+20,10066.9,3.37163e+18,0.876,0,0.005,50.0967,1.322e-06,4.65778e-07,4.67355e-10
3.92338e+20,10107.1,3.82682e+18,0.8775,0,0.005,50.8672,1.49126e-06,4.7173e-07,4.66212e-10
4.51767e+20,10147.2,4.44576e+18,0.879,0,0.005,51.6694,1.71763e-06,4.7786e-07,4.65095e-10
5.11197e+20,10187.4,5.06469e+18,0.8805,0,0.005,52.4715,1.944e-06,4.83989e-07,4.63978e-10
5.79606e+20,10227.5,5.78706e+18,0.882,0,0.005,53.2869,2.20578e-06,4.90183e-07,4.62875e-10
6.61227e+20,10267.4,6.66162e+18,0.8835,0,0.005,54.1215,2.51967e-06,4.96472e-07,4.61794e-10
7.42852e+20,10307.4,7.53621e+18,0.885,0,0.005,54.9562,2.83358e-06,5.02761e-07,4.60713e-10
8.44774e+20,10347,8.65202e+18,0.8865,0,0.005,55.8133,3.22867e-06,5.09251e-07,4.59661e-10
9.55975e+20,10386.4,9.87812e+18,0.888,0,0.005,56.6806,3.66088e-06,5.15834e-07,4.58622e-10
1.06718e+21,10425.9,1.11042e+19,0.8895,0,0.005,57.5479,4.09309e-06,5.22416e-07,4.57583e-10
1.21662e+21,10464.9,1.27905e+19,0.891,0,0.005,58.4516,4.67765e-06,5.29451e-07,4.56586e-10
1.36786e+21,10503.9,1.44985e+19,0.8925,0,0.005,59.3571,5.26936e-06,5.36507e-07,4.55591e-10
1.53048e+21,10542.9,1.63458e+19,0.894,0,0.005,60.2717,5.90649e-06,5.43672e-07,4.54605e-10
1.73556e+21,10581.5,1.87128e+19,0.8955,0,0.005,61.2199,6.71292e-06,5.51243e-07,4.53652e-10
1.94064e+21,10620.2,2.10799e+19,0.897,0,0.005,62.1682,7.51935e-06,5.58813e-07,4.52699e-10
2.17801e+21,10658.7,2.38552e+19,0.8985,0,0.005,63.1361,8.45677e-06,5.6658e-07,4.51763e-10
2.45405e+21,10697.1,2.71194e+19,0.9,0,0.005,64.1274,9.55102e-06,5.74583e-07,4.50849e-10
2.7301e+21,10735.4,3.03837e+19,0.9015,0,0.005,65.1188,1.06453e-05,5.82586e-07,4.49936e-10
3.06808e+21,10773.3,3.44749e+19,0.903,0,0.005,66.1361,1.20013e-05,5.90824e-07,4.49052e-10
3.43445e+21,10811.1,3.89452e+19,0.9045,0,0.005,67.1654,1.34773e-05,5.99169e-07,4.48183e-10
3.80082e+21,10848.9,4.34156e+19,0.906,0,0.005,68.1946,1.49532e-05,6.07514e-07,4.47313e-10
4.27007e+21,10885.9,4.93313e+19,0.9075,0,0.005,69.2543,1.68813e-05,6.16228e-07,4.46491e-10
4.75031e+21,10922.8,5.54014e+19,0.909,0,0.005,70.3173,1.88576e-05,6.24981e-07,4.45674e-10
5.24619e+21,10959.6,6.1699e+19,0.9105,0,0.005,71.3841,2.09045e-05,6.33799e-07,4.44863e-10
5.87102e+21,10995.5,6.98718e+19,0.912,0,0.005,72.4825,2.35321e-05,6.43149e-07,4.44105e-10
6.49585e+21,11031.4,7.80447e+19,0.9135,0,0.005,73.5808,2.61598e-05,6.52498e-07,4.43347e-10
7.17606e+21,11067,8.70426e+19,0.915,0,0.005,74.6912,2.90409e-05,6.62071e-07,4.42607e-10
7.98559e+21,11101.9,9.79669e+19,0.9165,0,0.005,75.8294,3.25138e-05,6.72164e-07,4.4191e-10
8.79514e+21,11136.8,1.08892e+20,0.918,0,0.005,76.9677,3.59867e-05,6.82257e-07,4.41213e-10
9.7139e+21,11171.3,1.21528e+20,0.9195,0,0.005,78.1244,3.99818e-05,6.92694e-07,4.40546e-10
1.07517e+22,11205.2,1.36029e+20,0.921,0,0.005,79.301,4.45461e-05,7.03507e-07,4.39911e-10
1.17895e+22,11239.1,1.5053e+20,0.9225,0,0.005,80.4776,4.91104e-05,7.14319e-07,4.39276e-10
1.29966e+22,11272.1,1.67971e+20,0.924,0,0.005,81.6694,5.45689e-05,7.25523e-07,4.38687e-10
1.42972e+22,11304.7,1.87036e+20,0.9255,0,0.005,82.8695,6.05217e-05,7.36942e-07,4.38123e-10
1.55979e+22,11337.2,2.06101e+20,0.927,0,0.005,84.0697,6.64748e-05,7.48362e-07,4.37559e-10
1.71238e+22,11368.1,2.2968e+20,0.9285,0,0.005,85.2723,7.38056e-05,7.60296e-07,4.37065e-10
1.87073e+22,11398.6,2.54415e+20,0.93,0,0.005,86.4755,8.14892e-05,7.72363e-07,4.36589e-10
2.02909e+22,11429.2,2.7915e+20,0.9315,0,0.005,87.6787,8.91729e-05,7.8443e-07,4.36114e-10
2.21466e+22,11457.2,3.10286e+20,0.933,0,0.005,88.8686,9.88316e-05,7.97343e-07,4.35741e-10
2.40211e+22,11485,3.41864e+20,0.9345,0,0.005,90.0576,0.000108627,8.10315e-07,4.35375e-10
2.59132e+22,11512.6,3.73934e+20,0.936,0,0.005,91.245,0.000118577,8.23364e-07,4.35017e-10
2.80778e+22,11537.2,4.13578e+20,0.9375,0,0.005,92.4084,0.000130911,8.37603e-07,4.34782e-10
3.02423e+22,11561.8,4.53223e+20,0.939,0,0.005,93.5718,0.000143244,8.51843e-07,4.34546e-10
3.24525e+22,11585.8,4.94467e+20,0.9405,0,0.005,94.7284,0.000156097,8.66356e-07,4.34337e-10
3.48812e+22,11606.7,5.43358e+20,0.942,0,0.005,95.8526,0.000171431,8.82177e-07,4.34252e-10
3.73099e+22,11627.5,5.92252e+20,0.9435,0,0.005,96.9769,0.000186765,8.97998e-07,4.34167e-10
3.97936e+22,11647.2,6.43941e+20,0.945,0,0.005,98.0858,0.000203049,9.14322e-07,4.34128e-10
4.24247e+22,11663.8,7.03128e+20,0.9465,0,0.005,99.1532,0.000221876,9.31994e-07,4.34214e-10
4.50558e+22,11680.4,7.62315e+20,0.948,0,0.005,100.221,0.000240703,9.49667e-07,4.343e-10
4.77156e+22,11695.2,8.25412e+20,0.9495,0,0.005,101.259,0.00026095,9.6809e-07,4.34456e-10
